año,BPCOD,delito,medio_comision,medio_etiqueta,es_digital,sexo_label,grupo_edad,area_label,CVE_ENT,NOM_ENT,FAC_DEL,FAC_DEL_AM,BP4_1,BP5_1,BP5_1A_1,BP5_1A_2,BP5_1A_3,BP5_1A_4,BP5_3
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   618,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   618,,2,,,,,,
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   618,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   206,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   824,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   824,,2,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   824,,2,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   824,,2,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,  1648,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   346,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,Urbana,,,   346,,2,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   346,,,1,,,,,2
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   346,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   173,,,,,,,,
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   346,,,,,,,,
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   346,,,,,,,,
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   350,,,,,,,,
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   350,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   416,,,1,,,,,1
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   416,,,,,,,,
2012,11,Lesiones físicas,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   416,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   416,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   208,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   208,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   208,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   208,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   370,,,1,,,,,2
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   555,,,1,,,,,2
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   370,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   390,,,1,,,,,2
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   390,,,1,,,,,2
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   390,,,1,,,,,2
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   195,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   195,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   195,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   585,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   585,,2,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   390,,2,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   390,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   390,,,,,,,,
2012,12,Secuestro,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   390,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   390,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   390,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   434,,2,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   434,,,1,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,  1085,,,1,,,,,2
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   217,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   217,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   434,,2,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   434,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   434,,2,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   434,,2,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   580,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   290,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   290,,,,,,,,
2012,7,Fraude bancario,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   510,,9,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   180,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   508,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   178,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   534,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   107,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   107,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   107,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   321,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   428,,,1,,,,,2
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   107,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   321,,2,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   107,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   107,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   107,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   244,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   234,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   234,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   164,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   164,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   164,,2,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   164,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   328,,,1,,,,,2
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   328,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   328,,,1,,,,,2
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   328,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   328,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   213,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   213,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   170,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   170,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   340,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   732,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   183,,,,,,,,
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   384,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   384,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   225,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,Urbana,,,   450,,2,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   450,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   225,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,Urbana,,,   450,,2,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   450,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   225,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   450,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   225,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   159,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   159,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   159,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   159,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   159,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   236,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   236,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   190,,,,,,,,
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   230,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   115,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   115,,,,,,,,
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   230,,2,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   230,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   115,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   115,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   345,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   540,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Urbana,,,   720,,,,,,,,
2012,5,Robo / asalto en calle o transporte,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   576,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   288,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   288,,,,,,,,
2012,2,Robo de accesorios de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,   288,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,   288,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,  1155,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,  1155,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Urbana,,,  1155,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,Urbana,,,  1155,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   258,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   129,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   129,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   129,,,1,,,,,2
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   129,,,1,,,,,1
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   258,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   387,,,1,,,,,2
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   138,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   138,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   138,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   414,,,,,,,,
2012,4,Robo a casa habitación,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,No especificado,,,   276,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   276,,,,,,,,
2012,6,Robo en otra forma,presencial,Presencial (cara a cara),0,No especificado,No especificado,No especificado,,,   352,,,,,,,,
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   352,,,1,,,,,2
2012,8,Fraude al consumidor,no_especificado,Sin información,0,No especificado,No especificado,No especificado,,,   352,,,1,,,,,2
2012,7,Fraude bancario,correo_postal,Correo / mensajería física,0,No especificado,No especificado,No especificado,,,   352,,2,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,    80,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,    80,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,    80,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Rural,,,   160,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Rural,,,   160,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Rural,,,   160,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,    80,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Rural,,,   320,,,,,,,,
2012,10,Amenazas,presencial,Presencial (cara a cara),0,No especificado,No especificado,Rural,,,   320,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,   122,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,   122,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,   109,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,   140,,,,,,,,
2012,1,Robo total de vehículo,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,    96,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,    96,,,,,,,,
2012,9,Extorsión,no_especificado,Sin información,0,No especificado,No especificado,Rural,,,   134,,,,,,,,
2012,3,Vandalismo / daño a propiedad,no_aplica,No aplica (delito de hogar),0,No especificado,No especificado,Rural,,,    67,,,,,,,,
